How	How	c-crq	How	how	0
Russia	Russia	np1	Russia	Russia	0
,	,	,	,	,	0
if	if	cs	if	if	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
put	put	vvi	put	put	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
helping	helping	j-vvg	helping	help	0
hand	hand	n1	hand	hand	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
if	if	cs	if	if	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
should	should	vmd	should	shall	0
but	but	p-acp	but	but	0
once	once	a-acp	once	once	0
know	know	vvb	know	know	0
,	,	,	,	,	0
that	that	cst	that	that	0
the	the	dt	the	the	0
great	great	j	great	great	0
Priest	Priest	n1	Priest	priest	0
,	,	,	,	,	0
that	that	cst	that	that	0
is	is	vbz	is	be	0
to	to	pc-acp	to	to	0
say	say	vvi	say	say	0
,	,	,	,	,	0
the	the	dt	the	the	0
Pope	Pope	n1	Pope	pope	0
did	did	vdd	did	do	0
cause	cause	vvi	cause	cause	0
the	the	dt	the	the	0
ensigne	ensigne	n1	ensign	ensign	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
crosse	crosse	n1	cross	cross	0
to	to	pc-acp	to	to	0
bee	bee	vbi	be	be	0
displaied	displaied	vvn	displayed	display	0
against	against	p-acp	against	against	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
flee	flee	vvi	flee	flee	0
all	all	d	all	all	0
into	into	p-acp	into	into	0
their	their	po32	their	their	0
desert	desert	n1	desert	desert	0
and	and	cc	and	and	0
solitarie	solitarie	j	solitary	solitary	0
places	places	n2	places	place	0
.	.	.	.	.	1
We	We	pns12	We	we	0
therefore	therefore	av	therefore	therefore	0
went	went	vvd	went	go	0
on	on	a-acp	on	on	0
towards	towards	p-acp	towards	towards	0
the	the	dt	the	the	0
East	East	n1	East	east	0
,	,	,	,	,	0
seeing	seeing	vvg	seeing	see	0
nothing	nothing	pix	nothing	nothing	0
but	but	cc-acp	but	but	0
heaven	heaven	n1	heaven	heaven	0
and	and	cc	and	and	0
earth	earth	n1	earth	earth	0
,	,	,	,	,	0
and	and	cc	and	and	0
sometimes	sometimes	av	sometime	sometime	0
the	the	dt	the	the	0
sea	sea	n1	sea	sea	0
on	on	p-acp	on	on	0
our	our	po12	our	our	0
right	right	j-jn	right	right	0
hand	hand	n1	hand	hand	0
,	,	,	,	,	0
called	called	vvd	called	call	0
the	the	dt	the	the	0
Sea	Sea	n1	Sea	sea	0
of	of	pp-f	of	of	0
Tanais	Tanais	np1	Tanais	Tanais	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
sepulchres	sepulchres	n2	sepulchres	sepulchre	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
Comanians	Comanians	njp2	Comanians	comanians	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
appeared	appeared	vvd	appeared	appear	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
two	two	crd	two	two	0
leagues	leagues	n2	leagues	league	0
off	off	a-acp	off	off	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
which	which	r-crq	which	which	0
places	places	n2	places	place	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
wont	wont	j	wont	wont	0
to	to	pc-acp	to	to	0
burie	burie	vvi	bury	bury	0
their	their	po32	their	their	0
kinred	kinred	n1	kindred	kindred	0
256	256	crd	256	256	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
altogether	altogether	av	altogether	altogether	0
.	.	.	.	.	1
So	So	av	So	so	0
long	long	av-j	long	long	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
travelling	travelling	vvg	traveling	travel	0
through	through	p-acp	through	through	0
the	the	dt	the	the	0
desert	desert	n1	desert	desert	0
,	,	,	,	,	0
it	it	pn31	it	it	0
went	went	vvd	went	go	0
reasonably	reasonably	av-j	reasonably	reasonable	0
well	well	av	well	well	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
sufficiently	sufficiently	av-j	sufficiently	sufficient	0
expresse	expresse	vvi	express	express	0
in	in	p-acp	in	in	0
words	words	n2	words	word	0
the	the	dt	the	the	0
irkesome	irkesome	j	irksome	irksome	0
and	and	cc	and	and	0
tedious	tedious	j	tedious	tedious	0
troubles	troubles	n2	troubles	trouble	0
which	which	r-crq	which	which	0
I	I	pns11	I	i	0
susteined	susteined	vvd	sustained	sustain	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
came	came	vvd	came	come	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
of	of	pp-f	of	of	0
their	their	po32	their	their	0
places	places	n2	places	place	0
of	of	pp-f	of	of	0
abode	abode	n1	abided	abode	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
our	our	po12	our	our	0
guide	guide	n1	guide	guide	0
would	would	vmd	would	will	0
have	have	vhi	have	have	0
us	us	pno12	us	we	0
goe	goe	vvi	go	go	0
in	in	p-acp	in	in	0
unto	unto	p-acp	unto	unto	0
every	every	d	every	every	0
Captaine	Captaine	n1	Captain	captain	0
with	with	p-acp	with	with	0
a	a	dt	a	a	0
present	present	j	present	present	0
,	,	,	,	,	0
and	and	cc	and	and	0
our	our	po12	our	our	0
expenses	expenses	n2	expenses	expense	0
would	would	vmd	would	will	0
not	not	xx	not	not	0
extend	extend	vvi	extend	extend	0
so	so	av	so	so	0
farre	farre	av-j	far	far	0
.	.	.	.	.	1
For	For	c-acp	For	for	0
we	we	pns12	we	we	0
were	were	vbdr	were	be	0
every	every	d	every	every	0
day	day	n1	day	day	0
eight	eight	crd	eight	eight	0
persons	persons	n2	persons	person	0
of	of	pp-f	of	of	0
us	us	pno12	us	we	0
spending	spending	vvg	spending	spend	0
our	our	po12	our	our	0
waifaring	waifaring	vvg	wayfaring	wayfare	0
provision	provision	n1	provision	provision	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
the	the	dt	the	the	0
Tartars	Tartars	np2	Tartars	Tartar	0
servants	servants	n2	servants	servant	0
would	would	vmd	would	will	0
all	all	d	all	all	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
eate	eate	vvi	eat	eat	0
of	of	pp-f	of	of	0
our	our	po12	our	our	0
victuals	victuals	n2	victuals	victual	0
.	.	.	.	.	1
We	We	pns12	We	we	0
our	our	po12	our	our	0
selves	selves	n2	selves	self	0
were	were	vbdr	were	be	0
five	five	crd	five	five	0
in	in	p-acp	in	in	0
number	number	n1	number	number	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
servants	servants	n2	servants	servant	0
our	our	po12	our	our	0
guides	guides	n2	guides	guide	0
were	were	vbdr	were	be	0
three	three	crd	three	three	0
,	,	,	,	,	0
two	two	crd	two	two	0
to	to	p-acp	to	to	0
drive	drive	vvi	drive	drive	0
our	our	po12	our	our	0
carts	carts	n2	carts	cart	0
,	,	,	,	,	0
and	and	cc	and	and	0
one	one	pi	one	one	0
to	to	pc-acp	to	to	0
conduct	conduct	vvi	conduct	conduct	0
us	us	pno12	us	we	0
unto	unto	p-acp	unto	unto	0
Sartach	Sartach	np1	Sartach	Sartach	0
.	.	.	.	.	1
The	The	dt	The	the	0
flesh	flesh	n1	flesh	flesh	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
gave	gave	vvd	gave	give	0
us	us	pno12	us	we	0
was	was	vbds	was	be	0
not	not	xx	not	not	0
sufficient	sufficient	j	sufficient	sufficient	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
:	:	:	:	:	0
neither	neither	d	neither	neither	0
could	could	vmd	could	can	0
we	we	pns12	we	we	0
finde	finde	vvi	find	find	0
any	any	d	any	any	0
thing	thing	n1	thing	thing	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
bought	bought	vvn	bought	buy	0
for	for	p-acp	for	for	0
our	our	po12	our	our	0
money	money	n1	money	money	0
.	.	.	.	.	1
And	And	cc	And	and	0
as	as	c-acp	as	as	0
we	we	pns12	we	we	0
sate	sate	vvd	sat	sit	0
Extreme	Extreme	j-jn	Extreme	extreme	0
heate	heate	n1	heat	heat	0
under	under	p-acp	under	under	0
our	our	po12	our	our	0
carts	carts	n2	carts	cart	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
code	code	j	code	code	0
shadowe	shadowe	n1	shadow	shadow	0
,	,	,	,	,	0
by	by	p-acp	by	by	0
reason	reason	n1	reason	reason	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
tn	tn	zz	tn	tn	0
Sommer-extreame	Sommer-extreame	j	Sommer-extreame	sommer-extreame	0
and	and	cc	and	and	0
vehement	vehement	j	vehement	vehement	0
heate	heate	n1	heat	heat	0
which	which	r-crq	which	which	0
was	was	vbds	was	be	0
there	there	a-acp	there	there	0
at	at	p-acp	at	at	0
that	that	d	that	that	0
time	time	n1	time	time	0
,	,	,	,	,	0
they	they	pns32	they	they	0
did	did	vdd	did	do	0
so	so	av	so	so	0
importunately	importunately	av-j	importunately	importunate	0
and	and	cc	and	and	0
shamelesly	shamelesly	av-j	shamelessly	shameless	0
intrude	intrude	vvi	intrude	intrude	0
themselves	themselves	px32	themselves	themselves	0
into	into	p-acp	into	into	0
our	our	po12	our	our	0
companie	companie	n1	company	company	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
even	even	av	even	even	0
tread	tread	vvi	tread	tread	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
see	see	vvi	see	see	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
things	things	n2	things	thing	0
we	we	pns12	we	we	0
had	had	vhd	had	have	0
.	.	.	.	.	1
Having	Having	np1	Having	Having	0
list	list	vvd	list	list	0
at	at	p-acp	at	at	0
any	any	d	any	any	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
ease	ease	vvi	ease	ease	0
themselves	themselves	px32	themselves	themselves	0
,	,	,	,	,	0
the	the	dt	the	the	0
filthy	filthy	j	filthy	filthy	0
lozels	lozels	n2	lozels	lozel	0
had	had	vhd	had	have	0
not	not	xx	not	not	0
the	the	dt	the	the	0
maners	maners	n2	manners	manner	0
to	to	pc-acp	to	to	0
withdrawe	withdrawe	vvi	withdraw	withdraw	0
themselves	themselves	px32	themselves	themselves	0
farther	farther	jc	farther	far	0
from	from	p-acp	from	from	0
us	us	pno12	us	we	0
,	,	,	,	,	0
then	then	cs	then	than	0
a	a	dt	a	a	0
beane	beane	n1	bean	bean	0
can	can	vmb	can	can	0
bee	bee	vbi	be	be	0
cast	cast	vvn	cast	cast	0
.	.	.	.	.	1
Yea	Yea	uh	Yea	yea	0
,	,	,	,	,	0
like	like	av-j	like	like	0
vile	vile	j	vile	vile	0
slovens	slovens	n2	slovens	sloven	0
they	they	pns32	they	they	0
would	would	vmd	would	will	0
lay	lay	vvi	lay	lay	0
their	their	po32	their	their	0
tailes	tailes	n2	tails	tail	0
in	in	p-acp	in	in	0
our	our	po12	our	our	0
presence	presence	n1	presence	presence	0
,	,	,	,	,	0
while	while	cs	while	while	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
yet	yet	av	yet	yet	0
talking	talking	vvg	talking	talk	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
:	:	:	:	:	0
many	many	d	many	many	0
other	other	j-jn	other	other	0
things	things	n2	things	thing	0
they	they	pns32	they	they	0
committed	committed	vvd	committed	commit	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
were	were	vbdr	were	be	0
most	most	av-ds	most	most	0
tedious	tedious	j	tedious	tedious	0
and	and	cc	and	and	0
loathsome	loathsome	j	loathsome	loathsome	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
.	.	.	.	.	1
But	But	p-acp	But	but	0
above	above	p-acp	above	above	0
all	all	d	all	all	0
things	things	n2	things	thing	0
it	it	pn31	it	it	0
grieved	grieved	vvd	grieved	grieve	0
me	me	pno11	me	i	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
very	very	j	very	very	0
heart	heart	n1	heart	heart	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
would	would	vmd	would	will	0
utter	utter	vvi	utter	utter	0
ought	ought	pi	ought	aught	0
unto	unto	p-acp	unto	unto	0
them	them	pno32	them	they	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
might	might	vmd	might	may	0
tend	tend	vvi	tend	tend	0
to	to	p-acp	to	to	0
their	their	po32	their	their	0
edification	edification	n1	edification	edification	0
,	,	,	,	,	0
my	my	po11	my	my	0
foolish	foolish	j	foolish	foolish	0
interpreter	interpreter	n1	interpreter	interpreter	0
would	would	vmd	would	will	0
say	say	vvi	say	say	0
:	:	:	:	:	0
you	you	pn22	you	you	0
shall	shall	vmb	shall	shall	0
not	not	xx	not	not	0
make	make	vvi	make	make	0
me	me	pno11	me	i	0
become	become	vvi	become	become	0
a	a	dt	a	a	0
Preacher	Preacher	n1	Preacher	preacher	0
now	now	av	now	now	0
:	:	:	:	:	0
I	I	pns11	I	i	0
tell	tell	vvb	tell	tell	0
you	you	pn22	you	you	0
,	,	,	,	,	0
I	I	pns11	I	i	0
cannot	cannot	vmbx	cannot	can	0
nor	nor	ccx	nor	nor	0
I	I	pns11	I	i	0
will	will	vmb	will	will	0
not	not	xx	not	not	0
rehearse	rehearse	vvi	rehearse	rehearse	0
any	any	d	any	any	0
such	such	d	such	such	0
wordes	wordes	n2	words	word	0
.	.	.	.	.	1
And	And	cc	And	and	0
true	true	j	true	true	0
it	it	pn31	it	it	0
was	was	vbds	was	be	0
which	which	r-crq	which	which	0
he	he	pns31	he	he	0
saide	saide	vvd	said	say	0
,	,	,	,	,	0
For	For	c-acp	For	for	0
I	I	pns11	I	i	0
perceived	perceived	vvd	perceived	perceive	0
afterward	afterward	av	afterwards	afterward	0
,	,	,	,	,	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
began	began	vvd	began	begin	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
smattering	smattering	n1	smattering	smattering	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
language	language	n1	language	language	0
,	,	,	,	,	0
that	that	cst	that	that	0
when	when	c-crq	when	when	0
I	I	pns11	I	i	0
spake	spake	vvd	spoke	speak	0
one	one	crd	one	one	0
thing	thing	n1	thing	thing	0
,	,	,	,	,	0
he	he	pns31	he	he	0
would	would	vmd	would	will	0
say	say	vvi	say	say	0
quite	quite	av	quite	quite	0
another	another	j-jn	another	another	0
,	,	,	,	,	0
whatsoever	whatsoever	r-crq	whatsoever	whatsoever	0
came	came	vvd	came	come	0
next	next	ord	next	next	0
unto	unto	p-acp	unto	unto	0
his	his	po31	his	his	0
witlesse	witlesse	j	witless	witless	0
tongues	tongues	ng1	tongues	tongue	0
end	end	n1	end	end	0
.	.	.	.	.	1
Then	Then	av	Then	then	0
seeing	seeing	vvg	seeing	see	0
the	the	dt	the	the	0
danger	danger	n1	danger	danger	0
I	I	pns11	I	i	0
might	might	vmd	might	may	0
incurre	incurre	vvi	incur	incur	0
in	in	p-acp	in	in	0
speaking	speaking	vvg	speaking	speak	0
by	by	p-acp	by	by	0
such	such	d	such	such	0
an	an	dt	and	a	0
interpreter	interpreter	n1	interpreter	interpreter	0
,	,	,	,	,	0
I	I	pns11	I	i	0
resolved	resolved	vvd	resolved	resolve	0
much	much	d	much	much	0
rather	rather	av	rather	rather	0
to	to	pc-acp	to	to	0
holde	holde	vvi	hold	hold	0
my	my	po11	my	my	0
peace	peace	n1	peace	peace	0
,	,	,	,	,	0
and	and	cc	and	and	0
thus	thus	av	thus	thus	0
we	we	pns12	we	we	0
travelled	travelled	vvd	traveled	travel	0
with	with	p-acp	with	with	0
great	great	j	great	great	0
toile	toile	n1	toil	toil	0
from	from	p-acp	from	from	0
lodging	lodging	n1	lodging	lodging	0
to	to	p-acp	to	to	0
lodging	lodging	n1	lodging	lodging	0
,	,	,	,	,	0
till	till	c-acp	till	till	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
length	length	n1	length	length	0
,	,	,	,	,	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
I	I	pns11	I	i	0
257	257	crd	257	257	0
R	R	sy	R	r	0
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
The	The	dt	The	the	0
breadth	breadth	n1	breadth	breadth	0
of	of	pp-f	of	of	0
Tanais	Tanais	np1	Tanais	Tanais	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
He	He	pns31	He	he	0
is	is	vbz	is	be	0
much	much	av-d	much	much	0
deceived	deceived	vvn	deceived	deceive	0
.	.	.	.	.	1
{	{	{	{	{	0
n	n	wd	n	n	0
}	}	}	}	}	0
a	a	dt	a	a	0
fewe	fewe	d	few	few	0
dayes	dayes	n2	days	day	0
before	before	p-acp	before	before	0
the	the	dt	the	the	0
feast	feast	n1	feast	feast	0
of	of	pp-f	of	of	0
Saint	Saint	n1	Saint	saint	0
Marie	Marie	uh	Marry	marie	0
Magdalene	Magdalene	np1	Magdalene	Magdalene	0
,	,	,	,	,	0
we	we	pns12	we	we	0
arrived	arrived	vvd	arrived	arrive	0
at	at	p-acp	at	at	0
the	the	dt	the	the	0
banke	banke	n1	bank	bank	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
mightie	mightie	j	mighty	mighty	0
river	river	n1	river	river	0
Tanais	Tanais	np1	Tanais	Tanais	0
which	which	r-crq	which	which	0
divideth	divideth	vvz	divides	divide	0
Asia	Asia	np1	Asia	Asia	0
from	from	p-acp	from	from	0
Europa	Europa	np1	Europa	Europa	0
,	,	,	,	,	0
even	even	av	even	even	0
as	as	c-acp	as	as	0
the	the	dt	the	the	0
river	river	n1	river	river	0
Nilus	Nilus	np1	Nilus	Nilus	0
of	of	a-acp	of	off	0
.	.	.	.	.	1
/	/	/	/	/	0
Egypt	Egypt	np1	Egypt	Egypt	0
disjoyneth	disjoyneth	vvz	disjoineth	disjoin	0
Asia	Asia	np1	Asia	Asia	0
from	from	p-acp	from	from	0
Africa	Africa	np1	Africa	Africa	0
.	.	.	.	.	1
At	At	p-acp	At	at	0
the	the	dt	the	the	0
same	same	d	same	same	0
place	place	n1	place	place	0
where	where	c-crq	where	where	0
wee	wee	pns12	we	we	0
arrived	arrived	vvd	arrived	arrive	0
,	,	,	,	,	0
Baatu	Baatu	fw-la	Baatu	baatu	0
and	and	cc	and	and	0
Sartach	Sartach	np1	Sartach	Sartach	0
did	did	vdd	did	do	0
cause	cause	vvi	cause	cause	0
a	a	dt	a	a	0
certaine	certaine	j	certain	certain	0
cottage	cottage	n1	cottage	cottage	0
to	to	pc-acp	to	to	0
be	be	vbi	be	be	0
built	built	vvn	built	build	0
,	,	,	,	,	0
upon	upon	p-acp	upon	upon	0
the	the	dt	the	the	0
Easterne	Easterne	j	Eastern	eastern	0
banke	banke	n1	bank	bank	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
,	,	,	,	,	0
for	for	p-acp	for	for	0
a	a	dt	a	a	0
companie	companie	n1	company	company	0
of	of	pp-f	of	of	0
Russians	Russians	njp2	Russians	russian	0
to	to	pc-acp	to	to	0
dwell	dwell	vvi	dwell	dwell	0
in	in	p-acp	in	in	0
to	to	p-acp	to	to	0
the	the	dt	the	the	0
ende	ende	n1	end	end	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
transport	transport	vvi	transport	transport	0
Ambassadours	Ambassadours	n2	Ambassadors	ambassador	0
and	and	cc	and	and	0
merchants	merchants	n2	merchant's	merchant	0
in	in	p-acp	in	in	0
ferrie-boates	ferrie-boates	n2	ferry-boats	ferry-boat	0
over	over	p-acp	over	over	0
that	that	d	that	that	0
part	part	n1	part	part	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
river	river	n1	river	river	0
.	.	.	.	.	1
First	First	ord	First	first	0
they	they	pns32	they	they	0
ferried	ferried	vvd	ferried	ferry	0
us	us	pno12	us	we	0
over	over	a-acp	over	over	0
,	,	,	,	,	0
and	and	cc	and	and	0
then	then	av	then	then	0
our	our	po12	our	our	0
carts	carts	n2	carts	cart	0
,	,	,	,	,	0
putting	putting	vvg	putting	put	0
one	one	crd	one	one	0
wheele	wheele	n1	wheel	wheel	0
into	into	p-acp	into	into	0
one	one	crd	one	one	0
lyter	lyter	n1	lyter	lyter	0
,	,	,	,	,	0
and	and	cc	and	and	0
the	the	dt	the	the	0
other	other	j-jn	other	other	0
wheele	wheele	n1	wheel	wheel	0
into	into	p-acp	into	into	0
another	another	j-jn	another	another	0
lyter	lyter	n1	lyter	lyter	0
,	,	,	,	,	0
having	having	vhg	having	have	0
bounde	bounde	vvn	bound	bind	0
both	both	d	both	both	0
the	the	dt	the	the	0
lyters	lyters	n2	lyters	lyter	0
together	together	av	together	together	0
,	,	,	,	,	0
and	and	cc	and	and	0
so	so	av	so	so	0
they	they	pns32	they	they	0
rowed	rowed	vvd	rowed	row	0
them	them	pno32	them	they	0
over	over	a-acp	over	over	0
.	.	.	.	.	1
In	In	p-acp	In	in	0
this	this	d	this	this	0
place	place	n1	place	place	0
our	our	po12	our	our	0
guide	guide	n1	guide	guide	0
played	played	vvd	played	play	0
the	the	dt	the	the	0
foole	foole	n1	fool	fool	0
most	most	av-ds	most	most	0
extreamely	extreamely	av-jn	extremely	extreme	0
.	.	.	.	.	1
For	For	p-acp	For	for	0
hee	hee	pns31	he	he	0
imagining	imagining	vvg	imagining	imagine	0
that	that	cst	that	that	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
Russians	Russians	njp2	Russians	russian	0
,	,	,	,	,	0
dwelling	dwelling	vvg	dwelling	dwell	0
in	in	p-acp	in	in	0
the	the	dt	the	the	0
cottage	cottage	n1	cottage	cottage	0
,	,	,	,	,	0
should	should	vmd	should	shall	0
have	have	vhi	have	have	0
provided	provided	vvn	provided	provide	0
us	us	pno12	us	we	0
horses	horses	n2	horses	horse	0
,	,	,	,	,	0
sent	sent	vvd	sent	send	0
home	home	av-an	home	home	0
the	the	dt	the	the	0
beasts	beasts	n2	beasts	beast	0
which	which	r-crq	which	which	0
we	we	pns12	we	we	0
brought	brought	vvd	brought	bring	0
with	with	p-acp	with	with	0
us	us	pno12	us	we	0
,	,	,	,	,	0
in	in	p-acp	in	in	0
another	another	j-jn	another	another	0
cart	cart	n1	cart	cart	0
,	,	,	,	,	0
y‘	y‘	n1	y‘	y‘	0
they	they	pns32	they	they	0
might	might	vmd	might	may	0
returne	returne	vvi	return	return	0
unto	unto	p-acp	unto	unto	0
their	their	po32	their	their	0
owne	owne	d	own	own	0
masters	masters	n2	master's	master	0
.	.	.	.	.	1
And	And	cc	And	and	0
when	when	c-crq	when	when	0
we	we	pns12	we	we	0
demanded	demanded	vvd	demanded	demand	0
to	to	pc-acp	to	to	0
have	have	vhi	have	have	0
some	some	d	some	some	0
beasts	beasts	n2	beasts	beast	0
of	of	pp-f	of	of	0
them	them	pno32	them	they	0
,	,	,	,	,	0
they	they	pns32	they	they	0
answered	answered	vvd	answered	answer	0
,	,	,	,	,	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
had	had	vhd	had	have	0
a	a	dt	a	a	0
priviledge	priviledge	n1	privilege	privilege	0
from	from	p-acp	from	from	0
Baatu	Baatu	fw-la	Baatu	baatu	0
,	,	,	,	,	0
wherby	wherby	c-crq	whereby	whereby	0
they	they	pns32	they	they	0
were	were	vbdr	were	be	0
bound	bound	vvn	bound	bind	0
to	to	p-acp	to	to	0
none	none	pix	none	none	0
other	other	j-jn	other	other	0
service	service	n1	service	service	0
,	,	,	,	,	0
but	but	cc-acp	but	but	0
only	only	av-j	only	only	0
to	to	pc-acp	to	to	0
ferry	ferry	vvi	ferry	ferry	0
over	over	p-acp	over	over	0
goers	goers	n2	goers	goer	0
&	&	cc	&	and	0
commers	commers	n2	comers	comer	0
:	:	:	:	:	0
and	and	cc	and	and	0
that	that	cst	that	that	0
they	they	pns32	they	they	0
received	received	vvd	received	receive	0
great	great	j	great	great	0
tribute	tribute	n1	tribute	tribute	0
of	of	pp-f	of	of	0
marchants	marchants	n2	merchants	merchant	0
in	in	p-acp	in	in	0
regard	regard	n1	regard	regard	0
therof	therof	av	thereof	thereof	0
.	.	.	.	.	1
We	We	pns12	We	we	0
staied	staied	vvd	stayed	stay	0
therfore	therfore	av	therefore	therefore	0
by	by	p-acp	by	by	0
the	the	dt	the	the	0
said	said	j-vvn	said	say	0
rivers	rivers	n2	rivers	river	0
side	side	n1	side	side	0
three	three	crd	three	three	0
daies	daies	n2	days	day	0
.	.	.	.	.	1
The	The	dt	The	the	0
first	first	ord	first	first	0
day	day	n1	day	day	0
they	they	pns32	they	they	0
gave	gave	vvd	gave	give	0
unto	unto	p-acp	unto	unto	0
us	us	pno12	us	we	0
a	a	dt	a	a	0
great	great	j	great	great	0
fresh	fresh	j	fresh	fresh	0
turbut	turbut	n1	turbut	turbut	0
:	:	:	:	:	0
the	the	dt	the	the	0
second	second	ord	second	second	0
day	day	n1	day	day	0
they	they	pns32	they	they	0
bestowed	bestowed	vvd	bestowed	bestow	0
rye	rye	n1	rye	rye	0
bread	bread	n1	bred	bread	0
,	,	,	,	,	0
and	and	cc	and	and	0
a	a	dt	a	a	0
litle	litle	j	little	little	0
flesh	flesh	n1	flesh	flesh	0
upon	upon	p-acp	upon	upon	0
us	us	pno12	us	we	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
the	the	dt	the	the	0
purveyer	purveyer	n1	purveyor	purveyor	0
of	of	pp-f	of	of	0
the	the	dt	the	the	0
village	village	n1	village	village	0
had	had	vhd	had	have	0
taken	taken	vvn	taken	take	0
up	up	a-acp	up	up	0
at	at	p-acp	at	at	0
everie	everie	d	every	every	0
house	house	n1	house	house	0
for	for	p-acp	for	for	0
us	us	pno12	us	we	0
:	:	:	:	:	0
and	and	cc	and	and	0
the	the	dt	the	the	0
third	third	ord	third	three	0
day	day	n1	day	day	0
dried	dried	vvd	dried	dry	0
fishes	fishes	n2	fish	fish	0
,	,	,	,	,	0
which	which	r-crq	which	which	0
they	they	pns32	they	they	0
have	have	vhb	have	have	0
there	there	a-acp	there	there	0
in	in	p-acp	in	in	0
great	great	j	great	great	0
abundance	abundance	n1	abundance	abundance	0
.	.	.	.	.	1
The	The	dt	The	the	0
saide	saide	j-vvn	said	say	0
river	river	n1	river	river	0
was	was	vbds	was	be	0
even	even	av	even	even	0
as	as	p-acp	as	as	0
